fen,target_rating,target_themes,is_legal,is_puzzle,counter_intuitive
rn5r/ppp1kB1p/3pP3/7Q/3q4/2N3p1/PPP4P/R4K1R b - - 0 15,1243,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
3r1k2/1p5R/4p1p1/1p2B1P1/8/P7/1PK2P2/r7 w - - 5 43,1261,"['crushing', 'endgame', 'master', 'short']",True,True,False
8/6R1/6p1/4P3/5P1k/8/p3r3/K7 w - - 0 46,1471,"['crushing', 'endgame', 'master', 'rookEndgame', 'short']",True,False,False
r5k1/1p3pp1/p1p5/P2p1q2/3Pr1Bn/1Q2P2P/1P3PP1/2R2RK1 b - - 2 22,1485,"['crushing', 'kingsideAttack', 'long', 'middlegame']",True,True,False
r2q1rk1/pbB1bppp/1p6/n2B4/8/5N2/PP3PPP/2RQ1RK1 b - - 2 15,1328,"['crushing', 'master', 'opening', 'short']",True,False,False
r1b2rk1/p4ppp/1p2p3/3p4/7P/q2B1Q2/5PP1/2R1R1K1 w - - 2 20,1170,"['crushing', 'discoveredAttack', 'middlegame', 'short']",True,True,False
r4r1k/p1p3pp/2qbQn2/8/8/1P5P/PBP1NPP1/R4RK1 b - - 2 20,1558,"['advantage', 'discoveredAttack', 'middlegame', 'short']",True,True,False
6rk/2p2q2/1p4rp/2PR1b1p/P6Q/1P2pNPP/5P2/3R2K1 b - - 1 36,2695,"['advantage', 'discoveredAttack', 'kingsideAttack', 'long', 'middlegame']",True,True,False
3r1rk1/1p1qbpp1/p3pn1p/4p3/1n5B/2N2N2/PPPQ1PPP/1K1R3R w - - 0 16,1765,"['capturingDefender', 'crushing', 'long', 'middlegame']",True,True,False
3r2k1/pp3ppp/1b4b1/3N1N2/6P1/P2QPPK1/1q5P/2rR4 w - - 0 25,1543,"['discoveredAttack', 'kingsideAttack', 'long', 'mate', 'mateIn3', 'middlegame']",True,True,False
3r3k/p5p1/R3B2p/8/1B2pb2/7P/P3NPP1/6K1 b - - 1 33,630,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
8/1pN1bpp1/1p2pnp1/k5B1/2P5/P7/1P3P1r/K2R4 w - - 1 29,2063,"['crushing', 'endgame', 'short']",True,True,False
3r4/pp3B1p/2pB2pk/2P2p2/4nP1P/P3PK2/5P2/1R6 b - - 1 30,903,"['crushing', 'endgame', 'fork', 'short']",True,True,False
5rk1/5p1p/p2Q2p1/2pP4/1q6/2b1B1P1/5P1P/2R3K1 w - - 2 24,1592,"['crushing', 'endgame', 'short']",True,True,False
8/p6p/6k1/4bN2/6PK/1r6/6P1/5R2 b - - 1 44,1736,"['endgame', 'long', 'mate', 'mateIn3']",True,True,False
8/p4ppk/6r1/8/8/1P5q/P1Q3R1/7K w - - 2 41,1933,"['advantage', 'endgame', 'pin', 'short']",True,True,False
6r1/pp2bk2/4bp1p/2p5/5p2/2P2N2/PPB2P1P/1K2R3 w - - 0 29,1580,"['advantage', 'attraction', 'endgame', 'long', 'sacrifice']",True,True,False
r3k2r/pp2qppp/4p3/3pPn2/3n4/3Q1N1P/PP1N1PP1/R4RK1 w kq - 0 14,1157,"['crushing', 'middlegame', 'short']",True,True,False
5rk1/1pb2pp1/p6p/2pr4/Qq3PB1/7P/P5P1/2R2R1K w - - 0 28,1055,"['crushing', 'middlegame', 'short']",True,True,False
r3k2r/3bNpp1/pq6/3p4/1P3Nn1/2P3pP/P5P1/R1BQK2R b KQkq - 0 21,1037,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
2r2r1k/5pp1/4p2p/8/P2q4/6QP/2R2PP1/2R3K1 b - - 0 28,1026,"['attraction', 'crushing', 'endgame', 'fork', 'long']",True,True,False
5rk1/1pqbn1p1/pbn5/3pp1PP/3P3N/2PBB3/8/RN3QK1 w - - 1 23,1141,"['crushing', 'deflection', 'kingsideAttack', 'middlegame', 'short']",True,True,False
rq5r/2pkb3/p2p4/3Qp3/N3P3/P5R1/RPP3P1/6K1 b - - 0 25,1611,"['advantage', 'long', 'middlegame']",True,True,False
7r/2pR1pkr/1p2p1p1/4P3/1P3PPq/P1P4Q/3R2PB/6K1 b - - 0 34,968,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
7r/pp3kp1/4q3/1PPpbp2/4p3/4P1Pr/P3QPB1/2RR2K1 w - - 0 29,1753,"['advantage', 'master', 'middlegame', 'short']",True,False,False
8/4k3/2p1rp2/pp3P2/3PK2p/PPP4P/8/8 w - - 0 41,3049,"['advantage', 'defensiveMove', 'endgame', 'long']",True,False,False
8/8/1B6/1P6/2K1kp2/6p1/8/8 b - - 0 61,1715,"['advancedPawn', 'bishopEndgame', 'crushing', 'endgame', 'long', 'master', 'promotion']",True,False,False
r5k1/6B1/2p2QPp/2Pp4/p7/P4pPq/1P1b3P/6K1 w - - 0 36,1236,"['endgame', 'mate', 'mateIn1', 'oneMove']",True,True,False
6k1/1p3rpp/p1nr4/2p5/8/4R3/PP4PP/5R1K w - - 0 24,826,"['endgame', 'mate', 'mateIn2', 'short']",True,True,False
7r/1b2kppp/1Nn1pn2/6q1/3p4/2PB4/P1Q2PPP/R3R1K1 b - - 1 20,2757,"['advantage', 'middlegame', 'short']",True,False,True
r2q1rk1/ppp2ppp/1nnp4/6b1/2PP4/2NBBQ1P/PP3PP1/R3K2R w KQ - 7 12,1989,"['crushing', 'middlegame', 'short']",True,False,False
5B1k/1p3QR1/p5pp/P2pq3/4n3/6PP/7K/8 b - - 2 51,1100,"['crushing', 'endgame', 'long']",True,True,False
r1b3rk/2p2p1p/pb1p1qnB/1p1PpN1Q/4Pp2/PB6/1PP1RPPP/R5K1 w - - 6 21,1803,"['advantage', 'middlegame', 'short', 'trappedPiece']",True,True,False
r1b1rnk1/ppp1q1pp/8/3p3Q/8/2PBP1b1/PP1N2PP/R4RK1 w - - 0 17,1885,"['advantage', 'attraction', 'kingsideAttack', 'middlegame', 'sacrifice', 'short']",True,True,False
8/8/8/1p3P2/pP6/4K3/1k6/8 w - - 1 52,544,"['advancedPawn', 'crushing', 'endgame', 'long', 'pawnEndgame', 'promotion']",True,True,False
3q4/5Brk/r3b2b/3p1p2/2pP1P2/1pP3RQ/1P4P1/1R4K1 w - - 0 40,1868,"['attraction', 'exposedKing', 'long', 'master', 'mate', 'mateIn3', 'middlegame', 'sacrifice']",True,True,False
8/8/P7/6k1/8/1R4p1/r5P1/6K1 b - - 3 60,1500,"['endgame', 'mate', 'mateIn2', 'rookEndgame', 'short']",True,True,False
1r3rk1/5ppp/1pp2q2/p2p4/P1nPn3/4P2P/2Q1BPP1/1RB2RK1 w - - 2 21,1194,"['crushing', 'middlegame', 'short']",True,True,False
8/2P1n3/6PK/3p1k2/8/1p6/8/8 w - - 0 45,1634,"['advancedPawn', 'crushing', 'deflection', 'endgame', 'knightEndgame', 'long', 'promotion']",True,True,False
5r2/pp5k/2p3pq/3pP3/3P2Bb/2P5/PP2Q2P/6RK b - - 7 30,2280,"['advantage', 'endgame', 'short']",True,True,False
4r1k1/R5pp/p2B1p2/2p5/2PR4/r6P/5PP1/6K1 b - - 0 31,1296,"['crushing', 'endgame', 'intermezzo', 'short']",True,True,False
5N2/1p2n3/pk1b4/1P1p2P1/P2P1P2/2PrRKP1/8/8 b - - 2 35,1619,"['advantage', 'attraction', 'discoveredAttack', 'endgame', 'long']",True,True,False
4r3/p7/1b6/4Pkpp/4R3/3K2PP/PP1N4/8 b - - 2 43,1811,"['advantage', 'endgame', 'short']",True,True,False
3r1rk1/pb3ppp/1pq1pn2/2b3N1/2P5/1P6/PBB2PPP/R2R1QK1 b - - 3 18,2265,"['crushing', 'master', 'middlegame', 'veryLong']",True,False,True
8/4N3/8/p2pr3/Pk6/1P6/2K5/8 w - - 0 52,900,"['crushing', 'endgame', 'fork', 'short']",True,True,False
3rr1k1/p4pp1/1p5p/2pB4/6n1/2N5/PPP1bPPP/R2R2K1 w - - 9 21,1689,"['crushing', 'middlegame', 'short']",True,True,False
3r2kb/p4r2/5q2/3p1ppQ/1Pp1p2p/P1P1P2P/5PPB/1RR3K1 w - - 2 34,1743,"['crushing', 'deflection', 'exposedKing', 'fork', 'long', 'middlegame', 'sacrifice']",True,True,False
1k6/pp1r1p1p/6p1/4P3/2q5/1RPr3P/PQ3PP1/1R5K b - - 5 30,1065,"['crushing', 'endgame', 'short']",True,True,False
2rr2k1/pp2pp1p/6p1/2n1N3/8/2QbP3/qP3PPP/3RKB1R w K - 0 17,2502,"['equality', 'intermezzo', 'middlegame', 'veryLong']",True,False,False
r4rk1/ppp3pp/1b1pp2n/4p3/1P1PP3/2P1R3/P5PP/RNB2Q1K b - - 0 15,1156,"['backRankMate', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
r4rk1/pp3pb1/1q5P/2p5/8/PPpP1QB1/2P2PP1/2KR3R b - - 0 22,2429,"['advantage', 'middlegame', 'queensideAttack', 'veryLong']",True,True,False
8/6p1/5p1p/4r3/5kP1/1R3P1P/5K2/8 w - - 4 46,1070,"['crushing', 'endgame', 'fork', 'long', 'rookEndgame']",True,False,False
r1b2rk1/pp4pp/2pQ4/4p3/2P1B2q/8/PP4PP/R1B1R2K b - - 0 18,820,"['backRankMate', 'hangingPiece', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
r4qk1/1p2rp2/p2p1np1/2pB2B1/2Pb4/NP3Q1P/P5P1/5R1K w - - 4 22,1225,"['advantage', 'master', 'middlegame', 'short']",True,True,False
r5k1/pp1q1pbp/6p1/3N4/8/1P4Q1/1P3PPP/R5K1 w - - 1 20,2292,"['advantage', 'endgame', 'short']",True,True,False
8/R5bk/2Pp4/3Pp1pp/3qP3/4n1PK/5Q1P/8 w - - 2 45,2300,"['crushing', 'endgame', 'veryLong']",True,True,False
3Qr2k/q5p1/2p1r1Bp/p7/Pp6/5P1P/1P4P1/4R2K w - - 2 39,1339,"['endgame', 'mate', 'mateIn2', 'short', 'xRayAttack']",True,True,False
r5rk/1bq2pp1/p6p/2p2BQ1/1p2np2/3p3R/PPP3PP/R5K1 w - - 2 25,1075,"['kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'sacrifice', 'short']",True,True,False
r3kb1r/ppp3p1/2nq1np1/2Pp4/3Pp3/8/PP2BPPP/RNBQ1RK1 b kq - 0 11,705,"['kingsideAttack', 'mate', 'mateIn1', 'oneMove', 'opening']",True,True,False
rnb3k1/pp1p1ppp/1qp5/2b3B1/8/3B1N2/PPP2PPP/R2Qr1K1 w - - 0 13,672,"['advantage', 'long', 'middlegame']",True,True,False
5r1k/p5pp/1p3qn1/2pBp3/2PpP1Q1/PP6/2K4R/8 w - - 2 31,1206,"['attraction', 'endgame', 'mate', 'mateIn2', 'sacrifice', 'short']",True,True,False
r4q1k/p5p1/bpn1p1B1/3pP1P1/3P2P1/1Q6/P2B4/4K3 w - - 0 23,892,"['mate', 'mateIn2', 'middlegame', 'short']",True,True,False
r4r2/pR6/3p4/2b3Bp/N1B1P1bP/kP4p1/P5P1/n6K w - - 1 27,1636,"['mate', 'mateIn2', 'middlegame', 'short']",True,True,False
1R6/r7/6p1/4PpP1/5P1p/k1b2K1P/P7/8 w - - 19 59,805,"['crushing', 'endgame', 'fork', 'short']",True,True,False
8/1r2kp2/8/2PQ4/3KPP2/1r6/8/8 b - - 0 49,1807,"['crushing', 'endgame', 'pin', 'queenRookEndgame', 'short']",True,False,False
r1b2rk1/p3ppbp/2pp2P1/8/2B5/2n5/PqPB2PP/R2Q1R1K w - - 0 14,2517,"['advancedPawn', 'advantage', 'kingsideAttack', 'opening', 'short']",True,True,False
2qr1r2/pQ1n2k1/1p4p1/4p2p/1P6/5NP1/P2R2K1/5R2 w - - 3 32,1241,"['advantage', 'capturingDefender', 'middlegame', 'short']",True,True,False
3r2r1/5p1k/p4Pp1/3pPb2/2pP2B1/6R1/2q3PP/3R2K1 w - - 0 31,1355,"['master', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
7R/8/8/2P1Kb2/5P2/8/6kp/8 b - - 2 60,1376,"['advancedPawn', 'crushing', 'endgame', 'master', 'promotion', 'quietMove', 'short']",True,True,False
8/6k1/3KRrp1/7p/7P/6P1/8/8 b - - 54 70,2225,"['crushing', 'endgame', 'master', 'rookEndgame', 'short']",True,False,False
r4k2/p6R/1p3p2/1Pp3p1/P5np/1K6/2P5/2B5 w - - 0 42,661,"['advantage', 'endgame', 'short', 'skewer']",True,True,False
4r3/3RP3/8/1p1p2k1/1Bb4p/2P3p1/6PP/6K1 b - - 1 36,1989,"['crushing', 'endgame', 'long', 'quietMove']",True,True,False
8/2p1rpk1/2pp2p1/p6p/2PP2bP/1PN3P1/P4P2/4RK2 b - - 1 26,1184,"['crushing', 'deflection', 'endgame', 'short']",True,True,False
2k5/ppq2r2/3p2p1/2pP1bpQ/2P5/6PP/PP6/4R1K1 w - - 0 28,1371,"['advantage', 'endgame', 'pin', 'short']",True,True,False
2r3k1/p2pqpp1/1p6/6r1/5Q2/P2P3R/1P4PP/5R1K w - - 1 28,1686,"['advantage', 'endgame', 'long', 'skewer']",True,True,False
2r2rk1/p4pp1/1p2p3/6Rp/2qP3Q/2P5/6PP/5RK1 w - - 1 32,2197,"['attraction', 'crushing', 'endgame', 'sacrifice', 'short']",True,True,False
r1bqk2r/p4ppp/1p1bpn2/3pn3/3P4/2P3B1/PP1N1PPP/R2QKB1R w KQkq - 0 10,1343,"['crushing', 'fork', 'opening', 'short']",True,True,False
8/6kp/2p3p1/2P2p2/8/2R1P3/r4PPP/6K1 b - - 0 33,543,"['backRankMate', 'endgame', 'mate', 'mateIn2', 'rookEndgame', 'short']",True,True,False
8/8/8/2p5/3k1K1p/3P2PP/8/8 b - - 0 58,1983,"['advancedPawn', 'crushing', 'endgame', 'pawnEndgame', 'promotion', 'quietMove', 'veryLong']",True,False,False
r1bq1r1k/pp3ppB/2p1p3/8/2NP4/2n1P3/P4PPP/1R1Q1RK1 w - - 1 16,1502,"['crushing', 'middlegame', 'short']",True,True,False
2r2k2/1bpR1Bpp/p7/1pP1p3/1P6/P3P3/5PPP/6K1 b - - 0 23,1189,"['advantage', 'endgame', 'short']",True,False,False
4r1k1/1p3p2/1Q4pP/p2p4/P1q2P1P/2P5/1K6/7R w - - 1 29,1846,"['crushing', 'defensiveMove', 'endgame', 'long']",True,True,False
8/4k3/4p3/3pP2K/3P2PP/4P3/8/3n4 b - - 0 41,2395,"['crushing', 'endgame', 'knightEndgame', 'short']",True,True,False
8/5pp1/7p/RB2k3/P3n1PK/1r3P1P/8/8 b - - 2 42,2532,"['crushing', 'endgame', 'long', 'quietMove']",True,False,True
3r2k1/5pp1/p1N1p2p/1p1q4/5P2/P4Q1P/6PK/8 w - - 2 37,994,"['advantage', 'endgame', 'fork', 'master', 'short']",True,True,False
3r4/1p4kp/6p1/1QP1q3/1P2pp2/7P/6P1/4R2K w - - 0 30,2110,"['advantage', 'endgame', 'veryLong']",True,True,False
8/p1bqr1kp/5pp1/2PB4/3QNP1P/6Pb/P1R4K/8 b - - 1 40,1968,"['advantage', 'middlegame', 'sacrifice', 'skewer', 'veryLong']",True,False,False
1k4nr/ppp1pQ2/5ppb/2P1P2p/1q1r4/5B2/PP4PP/RN3RK1 w - - 4 19,963,"['mate', 'mateIn2', 'middlegame', 'queensideAttack', 'short']",True,True,False
2kr2nr/pp1q3p/2n1Pp2/8/1b2Q2p/1P4P1/PBP2PBP/R3K2R w KQ - 1 16,2270,"['advantage', 'long', 'middlegame']",True,True,False
3nr1k1/R5p1/2b1q2p/3p4/3N4/1Q1P2PP/1P3P2/1N2RK2 b - - 0 34,2036,"['deflection', 'discoveredAttack', 'mate', 'mateIn2', 'middlegame', 'short']",True,True,False
r5k1/pppRrp1p/2n2bp1/3Np3/2P1P3/5B1P/PP3PP1/2K4R b - - 3 15,1597,"['crushing', 'middlegame', 'short']",True,True,False
3r4/p3k3/6p1/4Pp2/1P2n3/P2p2P1/3B1K2/4R3 w - - 2 50,1627,"['crushing', 'endgame', 'exposedKing', 'long', 'sacrifice', 'skewer']",True,False,False
8/8/3k4/K1p3p1/1P4Pp/7P/8/8 w - - 0 47,2333,"['crushing', 'endgame', 'pawnEndgame', 'quietMove', 'veryLong']",True,True,False
r4rk1/pp2b1pp/2n2p2/4p3/8/2qB1QB1/P4P1P/R3R1K1 w - - 0 19,1421,"['crushing', 'discoveredAttack', 'middlegame', 'short']",True,True,False
8/4kp2/1b4p1/p1pBP2p/1pK1PP1P/1P4Pb/P7/2B5 b - - 7 38,1419,"['bishopEndgame', 'endgame', 'master', 'mate', 'mateIn1', 'oneMove']",True,True,False
8/1p4BR/p1b4p/6pk/8/P5KP/4rPP1/8 b - - 7 37,1482,"['advantage', 'endgame', 'short']",True,True,False
1r2kr2/5p1p/4N3/pq1pNp1Q/1n1Pn2P/6P1/PP3P2/1KR4R b - - 0 24,2704,"['advantage', 'long', 'master', 'middlegame']",True,True,False
5rk1/5Q2/p4p2/1p2P1p1/1PpP3p/P5bP/2N1R1P1/7K b - - 0 42,2167,"['advantage', 'endgame', 'short']",True,False,False
r1b1k1nr/p1p2ppp/1bp3q1/4p1B1/4P3/2P2N2/PP3PPP/RN1Q1RK1 w kq - 0 10,832,"['mate', 'mateIn1', 'oneMove', 'opening']",True,True,False
2Q5/6p1/7k/8/1P2npKP/4q2P/2Q5/8 b - - 0 60,2789,"['crushing', 'discoveredAttack', 'endgame', 'fork', 'master', 'masterVsMaster', 'veryLong']",True,True,False
2k4r/ppp2pp1/2nr4/4p2p/P5n1/3P2Bq/1PP1BP1N/R2QR1K1 b - - 1 17,2093,"['advantage', 'middlegame', 'short']",True,True,False
N5nr/q2kpp1p/p2p2p1/Qp2b3/4P3/3B1P2/2P3PP/3K3R w - - 4 24,1729,"['advantage', 'long', 'middlegame']",True,True,False
2r3k1/R4pbp/6p1/8/1B6/8/P4RPP/6K1 b - - 0 23,1310,"['backRankMate', 'deflection', 'endgame', 'fork', 'mate', 'mateIn4', 'veryLong']",True,True,False
5rk1/R2P2p1/1p5p/8/3R4/8/PPr3PP/6K1 b - - 0 25,912,"['endgame', 'mate', 'mateIn2', 'rookEndgame', 'short']",True,True,False
8/6pk/6rp/p4B2/5P1P/4QP1K/1q6/R6R b - - 0 44,819,"['endgame', 'mate', 'mateIn1', 'oneMove']",True,True,False
4k2r/3p1ppp/rqn1p3/p1b5/3NP3/2N1P2P/PP4P1/R2Q1RK1 w k - 2 14,1538,"['crushing', 'middlegame', 'short']",True,True,False
4rrk1/1p4pp/p4q2/3pRp2/Q2PnP2/6P1/PP3P2/4R1K1 w - - 0 27,1116,"['crushing', 'kingsideAttack', 'middlegame', 'short']",True,False,False
6k1/7p/4pppP/3r4/2Q5/8/6P1/6RK b - - 0 38,917,"['endgame', 'mate', 'mateIn2', 'queenRookEndgame', 'short']",True,True,False
r2rb2k/ppq4p/1np2NpQ/4Pp2/5P2/1P4P1/P5BP/2R2RK1 w - - 2 24,1639,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
r1bqk2r/p4ppp/1p6/n2Pp3/1b2p3/4B3/PP2BPPP/R2Q1KNR w kq - 0 12,1630,"['advantage', 'fork', 'opening', 'short']",True,True,False
r4rk1/2pnqppb/p1n4p/1p1pP3/3P4/P1NQ3P/1PB2PP1/R1B1R1K1 w - - 0 19,512,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
8/2R5/5p2/4n3/2pp2P1/2k3K1/P4P1P/8 b - - 2 42,1335,"['advancedPawn', 'crushing', 'endgame', 'long', 'promotion']",True,False,False
8/6p1/3q3k/7p/5Q1P/6P1/7K/8 b - - 1 50,1539,"['crushing', 'defensiveMove', 'endgame', 'master', 'queenEndgame', 'short']",True,False,False
8/2kb4/8/2RB4/2P2P2/p5P1/r5P1/6K1 b - - 0 45,2061,"['advantage', 'defensiveMove', 'endgame', 'master', 'short', 'trappedPiece']",True,True,False
2r5/6p1/2rk1p1p/4p3/4K3/2R5/5PPP/2R5 w - - 0 38,1774,"['crushing', 'endgame', 'rookEndgame', 'veryLong']",True,True,False
3r2k1/5p2/1pp1N1q1/1b2P3/3P3Q/8/5PPP/2b3K1 w - - 0 30,1550,"['crushing', 'endgame', 'fork', 'hangingPiece', 'long']",True,True,False
5r1k/pp1b2pB/2n1p3/1q1pP1N1/3P4/2P4Q/P6P/R1B4K b - - 2 20,1075,"['crushing', 'kingsideAttack', 'master', 'middlegame', 'short']",True,True,False
5r1k/p4p1p/q3p2Q/8/P7/1r6/2p1RPPb/3R1K2 w - - 0 32,993,"['hangingPiece', 'mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
bk4r1/2p2n2/1p1b1B1p/5p2/1P3P1P/2P1p1P1/4B3/R4RK1 b - - 1 30,1832,"['crushing', 'exposedKing', 'fork', 'long', 'middlegame']",True,True,False
3r2k1/5ppp/b1p4P/1p2pP2/1P2P3/p1n1QKP1/P1qN2B1/7R w - - 3 27,1938,"['crushing', 'defensiveMove', 'long', 'middlegame']",True,True,False
8/1pp4p/4k3/P1P5/8/2P5/4K3/8 w - - 1 47,1468,"['crushing', 'endgame', 'pawnEndgame', 'short']",True,False,False
8/8/2k5/1R6/2K5/3P4/8/7r b - - 4 79,1290,"['crushing', 'deflection', 'endgame', 'master', 'rookEndgame', 'short']",True,False,False
r2q1r2/4b1pk/2p3p1/pp4Pp/5P2/PB1Pn3/1PP1Q3/2KR3R w - - 0 22,1221,"['mate', 'mateIn2', 'middlegame', 'sacrifice', 'short']",True,True,False
4r2k/pppb2p1/3p3p/8/1n2BQ2/3P3P/PqPKN1P1/5R2 w - - 2 21,710,"['kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'sacrifice', 'short']",True,True,False
2kr1bnr/ppp1q1pp/2bp4/4Pp2/5PQ1/1B6/PPP3PP/RNB2RK1 w - f6 0 12,2051,"['crushing', 'discoveredAttack', 'enPassant', 'opening', 'pin', 'short']",True,False,False
8/bp5p/4k1p1/pN6/1pP1KP1P/r5P1/P1R5/8 b - - 3 42,728,"['endgame', 'mate', 'mateIn1', 'oneMove']",True,True,False
6k1/5rp1/bp2pr1p/3p4/1P1PnP2/q2B1NP1/7P/R2Q1RK1 b - - 1 25,1416,"['advantage', 'middlegame', 'short']",True,True,False
5k2/p5p1/2p3P1/7p/3P3P/2P1p2K/P7/1R2n3 b - - 0 36,1888,"['advancedPawn', 'crushing', 'endgame', 'quietMove', 'short']",True,False,False
1r3k2/2p2p2/2pp3p/5Pq1/1P2P1QR/8/5PK1/8 w - - 1 45,801,"['crushing', 'endgame', 'master', 'short']",True,True,False
8/8/1k5p/4R1b1/4P3/1PP4P/1P1r1PP1/6K1 b - - 0 35,890,"['advantage', 'endgame', 'fork', 'long']",True,True,False
r4rk1/pQp3p1/3p1q1p/2b1p3/8/2Pb1N2/PP1N1PPP/R4RK1 w - - 0 19,1414,"['crushing', 'fork', 'middlegame', 'short']",True,True,False
6k1/pb4pp/1p2p3/3pNp2/3q1P2/r2BQ3/3K2PP/2R4R b - - 1 29,1824,"['crushing', 'exposedKing', 'long', 'middlegame', 'pin']",True,True,False
1r3rk1/QP1n1ppp/R7/8/2p5/3b1P2/1P3pPP/2K1BB1R b - - 0 27,1003,"['advancedPawn', 'mate', 'mateIn1', 'middlegame', 'oneMove', 'promotion']",True,True,False
4rnk1/ppqbrpp1/2pb1p2/2P5/3P1N1p/3BB2P/PP1Q1PP1/R3R1K1 b - - 0 17,1173,"['advantage', 'kingsideAttack', 'long', 'master', 'middlegame']",True,True,False
1r1r4/4Q2p/p2R4/1kq2p2/8/5P2/PPP3PP/5K2 w - - 9 34,1872,"['advantage', 'discoveredAttack', 'endgame', 'long']",True,True,True
2b5/2P4p/8/4K2p/5P2/4k3/8/8 w - - 0 62,1883,"['advancedPawn', 'bishopEndgame', 'crushing', 'endgame', 'promotion', 'quietMove', 'veryLong']",True,True,False
3rr3/1kp2bb1/p2p3R/6p1/6p1/4P1N1/P1RN1PP1/4K3 w - - 3 28,1878,"['advantage', 'attraction', 'fork', 'middlegame', 'veryLong']",True,False,False
2kr1r2/pp1NR1p1/7p/2pQ1q2/8/2N5/PP1B1PPP/4R1K1 b - - 0 19,1187,"['backRankMate', 'long', 'mate', 'mateIn3', 'middlegame', 'sacrifice']",True,True,False
r1bqk1nr/ppp3pp/2nb4/3Qp3/8/P3P1B1/1PP2PPP/RN2KBNR b KQkq - 0 7,1209,"['crushing', 'opening', 'short']",True,True,False
r4rk1/p3q1p1/2p1b2p/3pn3/3NPp2/3B3P/PPP1Q1P1/R3R1K1 w - - 0 24,1693,"['advantage', 'discoveredAttack', 'middlegame', 'short']",True,False,False
4q1k1/ppp2p1p/2np4/3Q2pN/2P5/6bP/P5P1/7K w - - 0 29,1326,"['advantage', 'endgame', 'fork', 'short']",True,True,False
2q5/R5pk/p4p2/1p2pb1p/1P6/P6P/2r2PP1/3Q2K1 w - - 6 33,1311,"['endgame', 'long', 'mate', 'mateIn3']",True,True,False
8/5pkp/3p1Nr1/2p1pR2/4P2Q/1r1P3P/6P1/q5K1 w - - 1 36,2038,"['advantage', 'defensiveMove', 'endgame', 'long']",True,True,False
r1bqr1k1/pp1n1pb1/5npp/3N4/1PP5/P6N/1B2B1PP/R2Q1RK1 w - - 2 17,1679,"['crushing', 'discoveredAttack', 'fork', 'opening', 'pin', 'veryLong']",True,False,False
r2q3r/1p1nbpk1/2p3p1/p6p/P1BP1Q1P/6P1/1P3P2/R1B2RK1 w - - 3 18,875,"['mate', 'mateIn1', 'middlegame', 'oneMove']",True,True,False
1r4k1/R4p1p/3p2p1/2p1b3/P7/7P/5PP1/1R4K1 b - - 0 28,511,"['endgame', 'mate', 'mateIn1', 'oneMove']",True,True,False
4k3/8/pp1p1RP1/2pP4/P7/5K2/1P6/6r1 b - - 4 54,1102,"['crushing', 'endgame', 'master', 'rookEndgame', 'short', 'skewer']",True,True,False
r4rk1/ppp3pR/2np1qQ1/8/8/2P2NB1/PP3KP1/1Bb5 w - - 1 19,1473,"['attraction', 'kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'sacrifice', 'short']",True,True,False
r4rk1/pp3pbp/4N1p1/2Q1P3/5P2/3qn1PP/PP4BK/R1B2R2 b - - 0 19,2602,"['crushing', 'long', 'middlegame']",True,True,False
2r3k1/1p4p1/p2Q1p1p/8/4q3/5P2/PP4PP/5RK1 b - - 0 26,1128,"['crushing', 'endgame', 'long']",True,True,True
8/8/3k4/4p3/1PB1K2p/2P4b/8/8 b - - 1 64,2724,"['advancedPawn', 'bishopEndgame', 'crushing', 'endgame', 'long']",True,True,True
r2q1rk1/pb1n1ppn/1p2p3/3p2N1/2PP4/4P3/P1Q2PPP/R1B2RK1 w - - 0 15,1013,"['kingsideAttack', 'mate', 'mateIn1', 'oneMove', 'opening']",True,True,False
6k1/8/5PPR/5K2/r4P2/8/4p2P/8 b - - 0 41,2129,"['advancedPawn', 'crushing', 'endgame', 'promotion', 'rookEndgame', 'veryLong']",True,True,False
8/2b5/1Bk3pp/P1p1pp2/8/2PPK2P/6P1/8 w - - 3 33,1671,"['bishopEndgame', 'crushing', 'endgame', 'long']",True,True,False
8/8/8/KP6/5p1P/5k2/4bP2/8 w - - 1 50,813,"['advancedPawn', 'bishopEndgame', 'crushing', 'endgame', 'master', 'short']",True,False,False
7r/5p2/3R1np1/2P1k3/6q1/Q7/6Pr/6K1 w - - 8 37,2891,"['crushing', 'endgame', 'interference', 'veryLong']",True,True,True
6k1/8/1ppp3p/4pp2/P7/6K1/1PP3PP/8 w - - 0 33,1691,"['crushing', 'endgame', 'long', 'master', 'pawnEndgame', 'quietMove']",True,False,False
